university_name,state,state_abbv,type,degree_length,room_and_board,In-State Tuition,in_state_total,Out-of-State Tuition,out_of_state_total,Early Career Pay,Mid Career Pay,american indian / alaska native,black,hispanic,native hawaiian / pacific islander,asian,two or more races,other,total enrollment,,american indian / alaska native,black,hispanic,native hawaiian / pacific islander,asian,two or more races,other,,state_code,avg_tuition_oos,avg_tuition_is,avg_early_pay,avg_mid_pay
Rhode Island College,Rhode Island,RI,Public,Public,4 Year,11829,8929,20758,21692,47200,83500,32,639,1153,10,249,144,6414,8641,,0.37%,7.39%,13.34%,0.12%,2.88%,1.67%,74.23%,,,,,,
Rhode Island School of Design,Rhode Island,RI,Private,Private,4 Year,13400,50960,64360,50960,55500,100600,3,50,189,2,386,86,1733,2449,,0.12%,2.04%,7.72%,0.08%,15.76%,3.51%,70.76%,,,,,,
Rhodes College,Tennessee,TN,Private,Private,4 Year,11403,47890,59293,47890,51900,97800,6,128,73,0,133,62,1652,2054,,0.29%,6.23%,3.55%,0.00%,6.48%,3.02%,80.43%,,,,,,
Rice University,Texas,TX,Private,Private,4 Year,14000,47350,61350,47350,71000,129500,5,340,746,6,1102,222,4200,6621,,0.08%,5.14%,11.27%,0.09%,16.64%,3.35%,63.43%,,,,,,
Rider University,New Jersey,NJ,Private,Private,4 Year,14700,41310,56010,41310,51600,99000,8,529,528,8,235,118,3868,5294,,0.15%,9.99%,9.97%,0.15%,4.44%,2.23%,73.06%,,,,,,
Ripon College,Wisconsin,WI,Private,Private,4 Year,8400,43808,52208,43808,46300,89600,2,19,40,0,12,15,752,840,,0.24%,2.26%,4.76%,0.00%,1.43%,1.79%,89.52%,,,,,,
Roanoke College,Virginia,VA,Private,Private,4 Year,13690,44030,57720,44030,48500,85100,7,110,76,2,30,85,1740,2050,,0.34%,5.37%,3.71%,0.10%,1.46%,4.15%,84.88%,,,,,,
Rockhurst University,Missouri,MO,Private,Private,4 Year,10200,37590,47790,37590,54000,92500,5,146,143,3,91,79,2535,3002,,0.17%,4.86%,4.76%,0.10%,3.03%,2.63%,84.44%,,,,,,
Rocky Mountain College,Montana,MT,Private,Private,4 Year,8330,28512,36842,28512,46000,82900,21,32,18,5,10,67,854,1007,,2.09%,3.18%,1.79%,0.50%,0.99%,6.65%,84.81%,,,,,,
Roger Williams University,Rhode Island,RI,Private,Private,4 Year,15890,34522,50412,34522,52900,92700,42,117,238,3,107,4,4373,4884,,0.86%,2.40%,4.87%,0.06%,2.19%,0.08%,89.54%,,,,,,
Rogers State University,Oklahoma,OK,Public,Public,4 Year,8616,6870,15486,15210,41400,73800,510,94,181,4,49,709,2483,4030,,12.66%,2.33%,4.49%,0.10%,1.22%,17.59%,61.61%,,,,,,
Rollins College,Florida,FL,Private,Private,4 Year,14735,49760,64495,49760,49000,87000,9,197,487,2,95,91,2326,3207,,0.28%,6.14%,15.19%,0.06%,2.96%,2.84%,72.53%,,,,,,
Rose-Hulman Institute of Technology,Indiana,IN,Private,Private,4 Year,14766,49871,64637,49871,75000,135800,3,57,68,2,82,90,2086,2388,,0.13%,2.39%,2.85%,0.08%,3.43%,3.77%,87.35%,,,,,,
Rowan University,New Jersey,NJ,Public,Public,4 Year,12552,13697,26249,22339,51100,91200,35,1342,1301,13,814,317,10956,14778,,0.24%,9.08%,8.80%,0.09%,5.51%,2.15%,74.14%,,,,,,
Rust College,Mississippi,MS,Private,Private,4 Year,4300,9900,14200,9900,34800,62400,0,924,0,0,2,0,37,963,,0.00%,95.95%,0.00%,0.00%,0.21%,0.00%,3.84%,,,,,,
Sacred Heart University,Connecticut,CT,Private,Private,4 Year,15310,41420,56730,41420,55000,100500,14,361,497,11,174,89,6635,7781,,0.18%,4.64%,6.39%,0.14%,2.24%,1.14%,85.27%,,,,,,
Saginaw Valley State University,Michigan,MI,Public,Public,4 Year,10186,10308,20494,24215,46400,82200,32,950,336,4,72,162,8273,9829,,0.33%,9.67%,3.42%,0.04%,0.73%,1.65%,84.17%,,,,,,
Saint Anselm College,New Hampshire,NH,Private,Private,4 Year,14500,41200,55700,41200,56400,100300,3,36,57,2,12,34,1824,1968,,0.15%,1.83%,2.90%,0.10%,0.61%,1.73%,92.68%,,,,,,
Saint Joseph's College of Maine,Maine,ME,Private,Private,4 Year,13680,35650,49330,35650,46900,84300,13,96,63,1,39,0,2721,2933,,0.44%,3.27%,2.15%,0.03%,1.33%,0.00%,92.77%,,,,,,
Saint Louis University,Missouri,MO,Private,Private,4 Year,12290,43884,56174,43884,54200,95300,13,1091,567,0,1111,699,13571,17052,,0.08%,6.40%,3.33%,0.00%,6.52%,4.10%,79.59%,,,,,,
Saint Martin's University,Washington,WA,Private,Private,4 Year,11445,37356,48801,37356,53200,91800,9,109,181,38,80,123,1261,1801,,0.50%,6.05%,10.05%,2.11%,4.44%,6.83%,70.02%,,,,,,
Saint Mary's College of California,California,CA,Private,Private,4 Year,15370,47280,62650,47280,59900,110800,13,212,918,24,414,221,2310,4112,,0.32%,5.16%,22.32%,0.58%,10.07%,5.37%,56.18%,,,,,,
Saint Michael's College,Vermont,VT,Private,Private,4 Year,12220,45375,57595,45375,52900,98500,5,51,98,1,43,43,2377,2618,,0.19%,1.95%,3.74%,0.04%,1.64%,1.64%,90.79%,,,,,,
Saint Peter's University,New Jersey,NJ,Private,Private,4 Year,15414,37486,52900,37486,52900,95900,24,819,950,14,235,57,1203,3302,,0.73%,24.80%,28.77%,0.42%,7.12%,1.73%,36.43%,,,,,,
Saint Xavier University,Illinois,IL,Private,Private,4 Year,11340,33880,45220,33880,49400,91200,12,668,920,2,112,71,2288,4073,,0.29%,16.40%,22.59%,0.05%,2.75%,1.74%,56.17%,,,,,,
Salisbury University,Maryland,MD,Public,Public,4 Year,11950,9824,21774,19526,50400,89800,34,1091,345,10,216,306,6768,8770,,0.39%,12.44%,3.93%,0.11%,2.46%,3.49%,77.17%,,,,,,
Salve Regina University,Rhode Island,RI,Private,Private,4 Year,14500,40550,55050,40550,53000,93900,12,67,163,2,34,47,2414,2739,,0.44%,2.45%,5.95%,0.07%,1.24%,1.72%,88.13%,,,,,,
Samford University,Alabama,AL,Private,Private,4 Year,10550,31650,42200,31650,48400,90500,17,372,218,1,80,50,4195,4933,,0.34%,7.54%,4.42%,0.02%,1.62%,1.01%,85.04%,,,,,,
San Jose State University,California,CA,Public,Public,4 Year,16442,7796,24238,17300,63000,114700,44,1029,7407,242,10381,1559,12051,32713,,0.13%,3.15%,22.64%,0.74%,31.73%,4.77%,36.84%,,,,,,
Santa Clara University,California,CA,Private,Private,4 Year,14910,51711,66621,51711,69900,134700,10,238,1283,20,1416,461,5587,9015,,0.11%,2.64%,14.23%,0.22%,15.71%,5.11%,61.97%,,,,,,
Savannah College of Art and Design,Georgia,GA,Private,Private,4 Year,14550,36630,51180,36630,46800,80100,61,1270,859,27,511,16,8603,11347,,0.54%,11.19%,7.57%,0.24%,4.50%,0.14%,75.82%,,,,,,
Seattle Pacific University,Washington,WA,Private,Private,4 Year,11796,42939,54735,42939,53600,103400,19,152,334,11,430,292,2979,4217,,0.45%,3.60%,7.92%,0.26%,10.20%,6.92%,70.64%,,,,,,
Seattle University,Washington,WA,Private,Private,4 Year,12288,44610,56898,44610,60600,113700,41,215,612,43,1011,457,4894,7273,,0.56%,2.96%,8.41%,0.59%,13.90%,6.28%,67.29%,,,,,,
Seton Hall University,New Jersey,NJ,Private,Private,4 Year,15800,42470,58270,42470,57100,103800,10,1098,1364,30,688,189,6248,9627,,0.10%,11.41%,14.17%,0.31%,7.15%,1.96%,64.90%,,,,,,
Shenandoah University,Virginia,VA,Private,Private,4 Year,10370,32530,42900,32530,48700,86600,53,411,182,12,269,0,2766,3693,,1.44%,11.13%,4.93%,0.32%,7.28%,0.00%,74.90%,,,,,,
Shepherd University,West Virginia,WV,Public,Public,4 Year,10500,7548,18048,18048,47100,87100,26,321,111,3,74,35,3471,4041,,0.64%,7.94%,2.75%,0.07%,1.83%,0.87%,85.89%,,,,,,
Shorter University,Georgia,GA,Private,Private,4 Year,9400,22370,31770,22370,45600,79900,8,356,53,2,13,28,1106,1566,,0.51%,22.73%,3.38%,0.13%,0.83%,1.79%,70.63%,,,,,,
Sierra Nevada College,Nevada,NV,Private,Private,4 Year,13357,34241,47598,34241,54000,95500,31,41,33,10,19,3,902,1039,,2.98%,3.95%,3.18%,0.96%,1.83%,0.29%,86.81%,,,,,,
Smith College,Massachusetts,MA,Private,Private,4 Year,17520,52404,69924,52404,52700,98200,5,149,276,2,348,128,2081,2989,,0.17%,4.98%,9.23%,0.07%,11.64%,4.28%,69.62%,,,,,,
South Carolina State University,South Carolina,SC,Public,Public,4 Year,9890,11060,20950,21750,44500,80800,4,3128,18,1,22,1,157,3331,,0.12%,93.91%,0.54%,0.03%,0.66%,0.03%,4.71%,,,,,,
South Dakota School of Mines and Technology,South Dakota,SD,Public,Public,4 Year,8440,9779,18219,14021,66500,118500,50,50,110,5,44,96,2443,2798,,1.79%,1.79%,3.93%,0.18%,1.57%,3.43%,87.31%,,,,,,
South Dakota State University,South Dakota,SD,Public,Public,4 Year,7896,8764,16660,12128,50500,91900,127,255,241,13,140,229,11538,12543,,1.01%,2.03%,1.92%,0.10%,1.12%,1.83%,91.99%,,,,,,
Southeast Missouri State University,Missouri,MO,Public,Public,4 Year,8935,7418,16353,13155,43700,79100,55,1022,189,4,118,13,10686,12087,,0.46%,8.46%,1.56%,0.03%,0.98%,0.11%,88.41%,,,,,,
Southeastern Louisiana University,Louisiana,LA,Public,Public,4 Year,8420,8165,16585,20643,46700,83900,35,2148,893,14,128,757,10512,14487,,0.24%,14.83%,6.16%,0.10%,0.88%,5.23%,72.56%,,,,,,
Southeastern Oklahoma State University,Oklahoma,OK,Public,Public,4 Year,6970,6750,13720,15390,45000,80500,698,208,154,7,37,522,2252,3878,,18.00%,5.36%,3.97%,0.18%,0.95%,13.46%,58.07%,,,,,,
Southern Adventist University,Tennessee,TN,Private,Private,4 Year,6940,21950,28890,21950,47500,84000,13,380,604,19,228,105,1826,3175,,0.41%,11.97%,19.02%,0.60%,7.18%,3.31%,57.51%,,,,,,
Southern Connecticut State University,Connecticut,CT,Public,Public,4 Year,12860,10875,23735,22115,48500,83600,19,1539,1114,2,271,230,7650,10825,,0.18%,14.22%,10.29%,0.02%,2.50%,2.12%,70.67%,,,,,,
Southern Methodist University,Texas,TX,Private,Private,4 Year,16845,54493,71338,54493,59700,110400,31,669,1172,15,671,291,8423,11272,,0.28%,5.94%,10.40%,0.13%,5.95%,2.58%,74.72%,,,,,,
Southern Nazarene University,Oklahoma,OK,Private,Private,4 Year,8496,25188,33684,25188,46100,81000,93,318,134,8,55,70,1576,2254,,4.13%,14.11%,5.94%,0.35%,2.44%,3.11%,69.92%,,,,,,
Southern New Hampshire University,New Hampshire,NH,Private,Private,4 Year,13120,31136,44256,31136,47400,83400,152,2373,1009,33,337,60,39310,43274,,0.35%,5.48%,2.33%,0.08%,0.78%,0.14%,90.84%,,,,,,
Southern Oregon University,Oregon,OR,Public,Public,4 Year,13199,9654,22853,25584,46000,81200,71,116,477,26,124,274,4866,5954,,1.19%,1.95%,8.01%,0.44%,2.08%,4.60%,81.73%,,,,,,
Southern University at New Orleans,Louisiana,LA,Public,Public,4 Year,9040,9371,18411,11160,40100,71000,3,1771,13,0,10,0,306,2103,,0.14%,84.21%,0.62%,0.00%,0.48%,0.00%,14.55%,,,,,,
Southern Vermont College,Vermont,VT,Private,Private,4 Year,11000,25511,36511,25511,42900,78700,4,59,43,1,3,7,340,457,,0.88%,12.91%,9.41%,0.22%,0.66%,1.53%,74.40%,,,,,,
Southern Wesleyan University,South Carolina,SC,Private,Private,4 Year,9030,25476,34506,25476,42900,74600,5,483,56,1,10,26,1197,1778,,0.28%,27.17%,3.15%,0.06%,0.56%,1.46%,67.32%,,,,,,
Southwestern Oklahoma State University,Oklahoma,OK,Public,Public,4 Year,5830,7035,12865,13935,47900,90800,210,261,350,6,145,363,3659,4994,,4.21%,5.23%,7.01%,0.12%,2.90%,7.27%,73.27%,,,,,,
Spalding University,Kentucky,KY,Private,Private,4 Year,7600,24500,32100,24500,44800,79200,3,425,66,5,32,57,1723,2311,,0.13%,18.39%,2.86%,0.22%,1.38%,2.47%,74.56%,,,,,,
Spelman College,Georgia,GA,Private,Private,4 Year,13865,29314,43179,29314,50200,85400,3,1855,7,0,2,58,210,2135,,0.14%,86.89%,0.33%,0.00%,0.09%,2.72%,9.84%,,,,,,
Spring Hill College,Alabama,AL,Private,Private,4 Year,13462,39464,52926,39464,46600,89100,10,210,77,1,16,45,1017,1376,,0.73%,15.26%,5.60%,0.07%,1.16%,3.27%,73.91%,,,,,,
St. Mary's University,Texas,TX,Private,Private,4 Year,10270,30650,40920,30650,52900,95300,23,142,2060,10,95,8,1374,3712,,0.62%,3.83%,55.50%,0.27%,2.56%,0.22%,37.02%,,,,,,
Stanford University,California,CA,Private,Private,4 Year,15763,51354,67117,51354,79000,145200,98,633,1749,30,2630,1142,10681,16963,,0.58%,3.73%,10.31%,0.18%,15.50%,6.73%,62.97%,,,,,,
Stephens College,Missouri,MO,Private,Private,4 Year,10632,30950,41582,30950,42800,77200,3,117,31,4,12,48,647,862,,0.35%,13.57%,3.60%,0.46%,1.39%,5.57%,75.06%,,,,,,
Stetson University,Florida,FL,Private,Private,4 Year,13052,46030,59082,46030,47000,86000,16,288,564,1,94,124,3050,4137,,0.39%,6.96%,13.63%,0.02%,2.27%,3.00%,73.72%,,,,,,
Stevens Institute of Technology,New Jersey,NJ,Private,Private,4 Year,15244,52202,67446,52202,75100,139900,5,96,321,0,436,0,5267,6125,,0.08%,1.57%,5.24%,0.00%,7.12%,0.00%,85.99%,,,,,,
Stevenson University,Maryland,MD,Private,Private,4 Year,13130,36182,49312,36182,50400,91600,5,1267,194,8,133,114,2601,4322,,0.12%,29.32%,4.49%,0.19%,3.08%,2.64%,60.18%,,,,,,
Stockton University,New Jersey,NJ,Public,Public,4 Year,12282,13739,26021,20866,47400,85800,10,532,848,12,439,239,6490,8570,,0.12%,6.21%,9.89%,0.14%,5.12%,2.79%,75.73%,,,,,,
Stonehill College,Massachusetts,MA,Private,Private,4 Year,16000,42746,58746,42746,55900,103200,1,99,103,1,51,41,1988,2284,,0.04%,4.33%,4.51%,0.04%,2.23%,1.80%,87.04%,,,,,,
Swarthmore College,Pennsylvania,PA,Private,Private,4 Year,15474,52588,68062,52588,67500,123200,2,90,206,1,252,120,871,1542,,0.13%,5.84%,13.36%,0.06%,16.34%,7.78%,56.49%,,,,,,
Tabor College,Kansas,KS,Private,Private,4 Year,9850,28245,38095,28245,43300,77500,3,64,83,2,5,25,584,766,,0.39%,8.36%,10.84%,0.26%,0.65%,3.26%,76.24%,,,,,,
Taylor University,Indiana,IN,Private,Private,4 Year,9614,34114,43728,34114,48700,90600,6,55,63,7,63,15,1937,2146,,0.28%,2.56%,2.94%,0.33%,2.94%,0.70%,90.26%,,,,,,
Tennessee State University,Tennessee,TN,Public,Public,4 Year,7806,8008,15814,21364,47200,78400,14,5750,112,0,91,276,2784,9027,,0.16%,63.70%,1.24%,0.00%,1.01%,3.06%,30.84%,,,,,,
Tennessee Technological University,Tennessee,TN,Public,Public,4 Year,9736,9103,18839,25759,53100,95100,17,416,252,4,147,250,10253,11339,,0.15%,3.67%,2.22%,0.04%,1.30%,2.20%,90.42%,,,,,,
Texas Christian University,Texas,TX,Private,Private,4 Year,12804,46950,59754,46950,56000,98700,81,479,1060,29,277,55,8052,10033,,0.81%,4.77%,10.57%,0.29%,2.76%,0.55%,80.26%,,,,,,
Texas Tech University,Texas,TX,Public,Public,4 Year,9530,11045,20575,23495,56800,106500,113,2011,7075,39,850,1053,24017,35158,,0.32%,5.72%,20.12%,0.11%,2.42%,3.00%,68.31%,,,,,,
Thomas More College,Kentucky,KY,Private,Private,4 Year,7950,31120,39070,31120,50000,90900,2,109,23,1,12,32,1476,1655,,0.12%,6.59%,1.39%,0.06%,0.73%,1.93%,89.18%,,,,,,
Thomas More College of Liberal Arts,New Hampshire,NH,Private,Private,4 Year,9700,21600,31300,21600,48900,88300,0,1,2,0,2,0,88,93,,0.00%,1.08%,2.15%,0.00%,2.15%,0.00%,94.62%,,,,,,
Tougaloo College,Mississippi,MS,Private,Private,4 Year,6643,10790,17433,10790,36900,66400,1,887,4,0,0,0,8,900,,0.11%,98.56%,0.44%,0.00%,0.00%,0.00%,0.89%,,,,,,
Towson University,Maryland,MD,Public,Public,4 Year,13034,9940,22974,23208,51200,91200,33,3456,1196,26,1049,813,15712,22285,,0.15%,15.51%,5.37%,0.12%,4.71%,3.65%,70.50%,,,,,,
Transylvania University,Kentucky,KY,Private,Private,4 Year,10460,38750,49210,38750,47900,85600,1,31,46,1,20,30,885,1014,,0.10%,3.06%,4.54%,0.10%,1.97%,2.96%,87.28%,,,,,,
Trevecca Nazarene University,Tennessee,TN,Private,Private,4 Year,8400,25598,33998,25598,45300,81700,9,372,71,3,27,73,2051,2606,,0.35%,14.27%,2.72%,0.12%,1.04%,2.80%,78.70%,,,,,,
Trine University,Indiana,IN,Private,Private,4 Year,10810,32175,42985,32175,55100,100300,12,86,148,4,48,74,2459,2831,,0.42%,3.04%,5.23%,0.14%,1.70%,2.61%,86.86%,,,,,,
Trinity University,Texas,TX,Private,Private,4 Year,13464,42976,56440,42976,54900,102900,7,99,454,1,142,108,1621,2432,,0.29%,4.07%,18.67%,0.04%,5.84%,4.44%,66.65%,,,,,,
Troy University,Alabama,AL,Public,Public,4 Year,8185,12460,20645,22875,44500,81500,143,6840,666,19,140,486,10747,19041,,0.75%,35.92%,3.50%,0.10%,0.74%,2.55%,56.44%,,,,,,
Truman State University,Missouri,MO,Public,Public,4 Year,8780,7729,16509,14581,47900,85800,8,218,173,6,115,157,5571,6248,,0.13%,3.49%,2.77%,0.10%,1.84%,2.51%,89.16%,,,,,,
Tufts University,Massachusetts,MA,Private,Private,4 Year,14560,56382,70942,56382,65200,118100,12,368,594,4,1353,409,8167,10907,,0.11%,3.37%,5.45%,0.04%,12.40%,3.75%,74.88%,,,,,,
Tuskegee University,Alabama,AL,Private,Private,4 Year,9650,22170,31820,22170,54500,93500,2,2345,32,0,26,0,698,3103,,0.06%,75.57%,1.03%,0.00%,0.84%,0.00%,22.49%,,,,,,
University of Alabama at Birmingham,Alabama,AL,Public,Public,4 Year,6400,10710,17110,24630,48600,87200,46,3943,496,14,931,563,12705,18698,,0.25%,21.09%,2.65%,0.07%,4.98%,3.01%,67.95%,,,,,,
University of Arizona,Arizona,AZ,Public,Public,4 Year,12550,12487,25037,36386,56100,101000,517,1402,9405,95,2392,1608,26817,42236,,1.22%,3.32%,22.27%,0.22%,5.66%,3.81%,63.49%,,,,,,
University of Arkansas at Little Rock,Arkansas,AR,Public,Public,4 Year,8930,8966,17896,21206,45600,80800,44,2625,713,0,260,823,7180,11645,,0.38%,22.54%,6.12%,0.00%,2.23%,7.07%,61.66%,,,,,,
University of Arkansas at Monticello,Arkansas,AR,Public,Public,4 Year,6824,7696,14520,13546,43500,78300,17,1051,130,5,23,72,2556,3854,,0.44%,27.27%,3.37%,0.13%,0.60%,1.87%,66.32%,,,,,,
University of Arkansas at Pine Bluff,Arkansas,AR,Public,Public,4 Year,7881,7842,15723,14094,40500,70500,3,2295,40,0,15,2,158,2513,,0.12%,91.33%,1.59%,0.00%,0.60%,0.08%,6.29%,,,,,,
University of Bridgeport,Connecticut,CT,Private,Private,4 Year,13860,32850,46710,32850,49900,93600,27,1315,591,11,170,91,2986,5191,,0.52%,25.33%,11.39%,0.21%,3.27%,1.75%,57.52%,,,,,,
University of Central Arkansas,Arkansas,AR,Public,Public,4 Year,6854,8751,15605,15274,44900,79800,55,2011,452,11,185,352,8632,11698,,0.47%,17.19%,3.86%,0.09%,1.58%,3.01%,73.79%,,,,,,
University of Central Florida,Florida,FL,Public,Public,4 Year,9617,6368,15985,22467,49700,88600,120,6400,13108,129,3343,1841,35826,60767,,0.20%,10.53%,21.57%,0.21%,5.50%,3.03%,58.96%,,,,,,
University of Central Missouri,Missouri,MO,Public,Public,4 Year,8766,7673,16439,14442,46900,83300,26,886,322,10,124,266,11745,13379,,0.19%,6.62%,2.41%,0.07%,0.93%,1.99%,87.79%,,,,,,
University of Central Oklahoma,Oklahoma,OK,Public,Public,4 Year,7970,7488,15458,18376,45300,82900,638,1552,1257,28,510,1257,11598,16840,,3.79%,9.22%,7.46%,0.17%,3.03%,7.46%,68.87%,,,,,,
University of Charleston,West Virginia,WV,Private,Private,4 Year,9180,30900,40080,30900,44600,81900,19,209,54,2,57,21,1749,2111,,0.90%,9.90%,2.56%,0.09%,2.70%,0.99%,82.85%,,,,,,
University of Chicago,Illinois,IL,Private,Private,4 Year,16350,58230,74580,58230,64000,114200,35,634,928,6,1923,336,11235,15097,,0.23%,4.20%,6.15%,0.04%,12.74%,2.23%,74.42%,,,,,,
University of Connecticut,Connecticut,CT,Public,Public,4 Year,12874,15730,28604,38098,59100,105200,41,1353,1928,16,2320,597,20286,26541,,0.15%,5.10%,7.26%,0.06%,8.74%,2.25%,76.43%,,,,,,
University of Dallas,Texas,TX,Private,Private,4 Year,12400,40652,53052,40652,53000,96400,8,207,386,4,175,68,1700,2548,,0.31%,8.12%,15.15%,0.16%,6.87%,2.67%,66.72%,,,,,,
University of Dayton,Ohio,OH,Private,Private,4 Year,13580,42900,56480,42900,57400,105000,9,417,310,3,156,126,10322,11343,,0.08%,3.68%,2.73%,0.03%,1.38%,1.11%,91.00%,,,,,,
University of Delaware,Delaware,DE,Public,Public,4 Year,12862,13680,26542,34310,58600,105400,17,1232,1461,21,1018,576,18355,22680,,0.07%,5.43%,6.44%,0.09%,4.49%,2.54%,80.93%,,,,,,
University of Denver,Colorado,CO,Private,Private,4 Year,13005,50556,63561,50556,55700,105100,52,406,1023,14,390,328,9596,11809,,0.44%,3.44%,8.66%,0.12%,3.30%,2.78%,81.26%,,,,,,
University of Detroit Mercy,Michigan,MI,Private,Private,4 Year,9496,28000,37496,28000,51800,92800,17,504,133,11,242,117,3921,4945,,0.34%,10.19%,2.69%,0.22%,4.89%,2.37%,79.29%,,,,,,
University of Dubuque,Iowa,IA,Private,Private,4 Year,9930,34110,44040,34110,44200,79700,11,226,142,4,41,60,1637,2121,,0.52%,10.66%,6.69%,0.19%,1.93%,2.83%,77.18%,,,,,,
University of Evansville,Indiana,IN,Private,Private,4 Year,12460,36416,48876,36416,50300,89900,4,72,71,0,38,49,2333,2567,,0.16%,2.80%,2.77%,0.00%,1.48%,1.91%,90.88%,,,,,,
University of Florida,Florida,FL,Public,Public,4 Year,10120,6381,16501,28658,55800,102800,137,3151,8127,240,3501,1108,33195,49459,,0.28%,6.37%,16.43%,0.49%,7.08%,2.24%,67.12%,,,,,,
University of Georgia,Georgia,GA,Public,Public,4 Year,10038,11830,21868,30404,54400,100700,37,2805,1637,37,2859,1052,26770,35197,,0.11%,7.97%,4.65%,0.11%,8.12%,2.99%,76.06%,,,,,,
University of Hartford,Connecticut,CT,Private,Private,4 Year,12476,40694,53170,40694,55200,101600,16,865,612,5,232,146,4941,6817,,0.23%,12.69%,8.98%,0.07%,3.40%,2.14%,72.48%,,,,,,
University of Hawaii at Hilo,Hawaii,HI,Public,Public,4 Year,11406,7720,19126,20680,44000,77200,20,46,457,391,806,1129,1075,3924,,0.51%,1.17%,11.65%,9.96%,20.54%,28.77%,27.40%,,,,,,
University of Houston,Texas,TX,Public,Public,4 Year,10270,12506,22776,27956,56000,103900,47,4173,10994,97,8118,1218,16267,40914,,0.11%,10.20%,26.87%,0.24%,19.84%,2.98%,39.76%,,,,,,
University of Idaho,Idaho,ID,Public,Public,4 Year,8880,7864,16744,25500,52300,97700,113,142,925,22,161,376,9963,11702,,0.97%,1.21%,7.90%,0.19%,1.38%,3.21%,85.14%,,,,,,
University of Illinois at Chicago,Illinois,IL,Public,Public,4 Year,12074,13764,25838,26980,56300,103800,29,2194,5435,63,5229,618,14401,27969,,0.10%,7.84%,19.43%,0.23%,18.70%,2.21%,51.49%,,,,,,
University of Illinois at Urbana-Champaign,Illinois,IL,Public,Public,4 Year,11308,15094,26402,31664,62600,115300,39,2186,3384,47,6121,1049,32314,45140,,0.09%,4.84%,7.50%,0.10%,13.56%,2.32%,71.59%,,,,,,
University of Indianapolis,Indiana,IN,Private,Private,4 Year,10288,29688,39976,29688,47300,84500,8,456,191,8,85,127,4567,5442,,0.15%,8.38%,3.51%,0.15%,1.56%,2.33%,83.92%,,,,,,
University of Iowa,Iowa,IA,Public,Public,4 Year,11172,9267,20439,31233,54100,99400,50,853,1730,26,1056,630,25625,29970,,0.17%,2.85%,5.77%,0.09%,3.52%,2.10%,85.50%,,,,,,
University of Jamestown,North Dakota,ND,Private,Private,4 Year,7570,21976,29546,21976,47600,85400,15,40,48,3,11,0,853,970,,1.55%,4.12%,4.95%,0.31%,1.13%,0.00%,87.94%,,,,,,
University of Kansas,Kansas,KS,Public,Public,4 Year,10350,11148,21498,27358,53000,98600,142,1133,1554,22,1081,1096,22152,27180,,0.52%,4.17%,5.72%,0.08%,3.98%,4.03%,81.50%,,,,,,
University of Kentucky,Kentucky,KY,Public,Public,4 Year,12982,12245,25227,29099,51700,96400,55,1989,1031,26,807,770,24525,29203,,0.19%,6.81%,3.53%,0.09%,2.76%,2.64%,83.98%,,,,,,
University of Louisiana at Lafayette,Louisiana,LA,Public,Public,4 Year,8516,10616,19132,24344,48200,92500,80,3377,547,15,373,277,12526,17195,,0.47%,19.64%,3.18%,0.09%,2.17%,1.61%,72.85%,,,,,,
University of Louisiana at Monroe,Louisiana,LA,Public,Public,4 Year,7850,8734,16584,20834,48500,92500,29,1936,176,4,197,176,5999,8517,,0.34%,22.73%,2.07%,0.05%,2.31%,2.07%,70.44%,,,,,,
University of Louisville,Kentucky,KY,Public,Public,4 Year,9226,11656,20882,27278,49500,87600,34,2247,813,14,749,784,16920,21561,,0.16%,10.42%,3.77%,0.06%,3.47%,3.64%,78.48%,,,,,,
University of Maine,Maine,ME,Public,Public,4 Year,10418,11170,21588,30970,52000,95000,133,212,241,2,144,261,10293,11286,,1.18%,1.88%,2.14%,0.02%,1.28%,2.31%,91.20%,,,,,,
University of Maine at Farmington,Maine,ME,Public,Public,4 Year,9726,9666,19392,19778,41100,71700,13,35,26,2,14,40,1830,1960,,0.66%,1.79%,1.33%,0.10%,0.71%,2.04%,93.37%,,,,,,
University of Maine at Fort Kent,Maine,ME,Public,Public,4 Year,8220,8115,16335,12315,43500,76300,10,34,19,2,6,25,1231,1327,,0.75%,2.56%,1.43%,0.15%,0.45%,1.88%,92.77%,,,,,,
University of Maine at Machias,Maine,ME,Public,Public,4 Year,8486,7840,16326,15100,37100,66200,22,26,24,0,5,10,723,810,,2.72%,3.21%,2.96%,0.00%,0.62%,1.23%,89.26%,,,,,,
University of Maine at Presque Isle,Maine,ME,Public,Public,4 Year,8406,8035,16441,12235,39000,70700,28,12,13,0,4,28,1053,1138,,2.46%,1.05%,1.14%,0.00%,0.35%,2.46%,92.53%,,,,,,
University of Mary,North Dakota,ND,Private,Private,4 Year,6890,18720,25610,18720,46400,79100,49,77,84,5,32,43,2519,2809,,1.74%,2.74%,2.99%,0.18%,1.14%,1.53%,89.68%,,,,,,
University of Memphis,Tennessee,TN,Public,Public,4 Year,9975,9701,19676,21413,47200,85800,53,7135,757,26,625,630,11833,21059,,0.25%,33.88%,3.59%,0.12%,2.97%,2.99%,56.19%,,,,,,
University of Miami,Florida,FL,Private,Private,4 Year,14108,50226,64334,50226,56200,99600,23,1169,3526,22,953,408,10573,16674,,0.14%,7.01%,21.15%,0.13%,5.72%,2.45%,63.41%,,,,,,
